Mês;Identificação;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
Outubro;1589;MEIA MALHA 100% POLIESTER - PEROLA;KG;200,59;15,5999;3.129,20;27,15;5.446,44;42,55
Outubro;1587;MEIA MALHA 100% POLIESTER - PETROLEO;KG;90,723;19,28;1.749,14;28,59;2.593,58;32,56
Outubro;1579;MEIA MALHA 100% POLIESTER - PINK;KG;372,588;16,38;6.103,01;29,18;10.873,16;43,87
Outubro;1563;MEIA MALHA 100% POLIESTER - PRETO;KG;907,822;17,3164;15.720,22;29,41;26.695,98;41,11
Outubro;1646;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;103,423;15,7255;1.626,38;29,68;3.069,22;47,01
Outubro;1578;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;263,577;18,02;4.749,67;31,91;8.410,79;43,53
Outubro;23;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;91,096;26,7698;2.438,63;48,3;4.400,12;44,58
Outubro;16;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;29,461;26,4298;778,65;44,47;1.310,13;40,57
Outubro;1326;M/M 100% ALGODAO PENTEADA - BRANCO;KG;40,643;17,1397;696,61;41,12;1.671,31;58,32
Outubro;179;M/M 100% ALGODAO PENTEADA - PRETA;KG;227,127;19,67;4.467,60;42,62;9.681,19;53,85
Outubro;1551;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;52,21;26,5901;1.388,27;36,95;1.929,09;28,03
Outubro;1475;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;14,335;25,4607;364,98;48,59;696,5;47,6
Outubro;1465;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;275,758;20,9661;5.781,58;45,15;12.450,54;53,56
Outubro;1491;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;222,508;23,3801;5.202,26;44,76;9.959,74;47,77
Outubro;172;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;196,027;17,1399;3.359,90;40,2;7.880,63;57,37
Outubro;1520;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;30,776;20,01;615,83;45,87;1.411,82;56,38
Outubro;1519;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;51,3;18,8298;965,97;43,71;2.242,23;56,92
Outubro;42;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;68,936;24,044;1.657,50;45,15;3.112,34;46,74
Outubro;1470;M/M PIQUET 50%POL/50%ALG - PRETO;KG;392,766;19,8773;7.807,15;46,03;18.077,95;56,81
Outubro;1521;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;61,902;21,5005;1.330,93;45,83;2.837,11;53,09
Outubro;1473;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;278,04;20,6199;5.733,18;46,61;12.960,82;55,77
Outubro;1464;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;47,787;24,5769;1.174,46;47,24;2.257,51;47,98
Outubro;1602;M/M PIQUET 50%POL/50%ALG - VINHO;KG;33,885;21,3297;722,76;48,8;1.653,70;56,29
Outubro;1655;M/M PIQUET 65%POLI.35%VISC - AZ MARINHO;KG;62,576;19,3601;1.211,48;39,43;2.467,18;50,9
Outubro;453;M/M PIQUET 65%POLI.35%VISC - BRANCO;KG;36,296;18,3502;666,04;38,98;1.414,75;52,92
Outubro;1552;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;2159,847;18,48;39.913,99;32,44;70.069,68;43,04
Outubro;1656;M/M PIQUET 65%POLI. 35%VISC - PRETO;KG;65,682;20,4701;1.344,52;39,88;2.619,70;48,68
Outubro;1691;M/M PIQUET - 65% POLIESTER/35% - CHUMBO;KG;5,627;21,0396;118,39;40,18;226,11;47,64
Outubro;1690;M/M PIQUET - 65% POLIESTER/35% - ROYAL;KG;55,854;21,028;1.174,50;38,65;2.158,57;45,59
Outubro;1713;M/M PIQUET PV - VERMELHO;KG;20,914;20,0502;419,33;39,65;829,23;49,43
Outubro;1621;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;326,092;18,1617;5.922,40;34,48;11.244,49;47,33
Outubro;1628;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;82,101;17,8503;1.465,53;36,52;2.997,98;51,12
Outubro;1607;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;2344,321;19,1056;44.789,73;32,45;76.070,91;41,12
Outubro;1645;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;79,967;17,7899;1.422,61;31,39;2.509,79;43,32
Outubro;1606;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;2620,162;19,4024;50.837,51;32,95;86.338,89;41,12
Outubro;1612;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;76,12;17,9301;1.364,84;34,67;2.639,46;48,29
Outubro;1544;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;3133,846;16,1906;50.739,00;28,29;88.664,90;42,77
Outubro;1644;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;192,34;18,3099;3.521,74;33,29;6.403,63;45
Outubro;1632;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;113,7;18,8637;2.144,81;32,44;3.688,73;41,86
Outubro;1629;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;893,763;18,37;16.418,44;32,7;29.228,24;43,83
Outubro;1662;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;70,085;19,2101;1.346,34;32,44;2.273,51;40,78
Outubro;1617;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;414,415;17,9497;7.438,65;30,02;12.441,15;40,21
Outubro;1627;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;53,115;19,9307;1.058,62;31,83;1.690,48;37,38
Outubro;1610;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;574,697;19,4749;11.192,20;32,43;18.638,22;39,95
Outubro;1635;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;1087,567;19,9022;21.645,01;32,96;35.848,98;39,62
Outubro;1622;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;221,395;22,1501;4.903,93;32,83;7.267,66;32,52
Outubro;1615;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;847,803;19,2901;16.354,23;32,54;27.586,38;40,72
Outubro;1643;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;93,434;20,1001;1.878,04;32,71;3.056,53;38,56
Outubro;1634;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;228,6;17,38;3.973,09;33,45;7.647,17;48,04
Outubro;1641;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;44,3;18,3503;812,92;33,15;1.468,75;44,65
Outubro;1619;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;763,74;20,9299;15.985,07;34,43;26.296,97;39,21
Outubro;1616;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;366,118;17,9099;6.557,17;33,72;12.344,14;46,88
Outubro;1609;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;4469,518;18,7908;83.985,91;32,9;147.039,54;42,88
Outubro;1625;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;356,55;18,7699;6.692,42;33,8;12.052,70;44,47
Outubro;1611;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1300,788;22,1263;28.781,73;33,25;43.252,58;33,46
Outubro;1626;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;266,185;22,3083;5.938,14;33,51;8.920,51;33,43
Outubro;1623;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;611,674;20,0599;12.270,18;33,95;20.768,87;40,92
Outubro;1624;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;133,941;17,5072;2.344,94;28,47;3.813,20;38,5
Outubro;1608;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;323,29;19,8264;6.409,69;32,82;10.609,60;39,59
Outubro;1620;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;351,679;19,0199;6.688,92;32,72;11.507,63;41,87
Outubro;842;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;2018,317;18,4747;37.287,83;31,68;63.947,52;41,69
Outubro;939;MOLETOM PA FLANELADO - BRANCO;KG;984,34;20,88;20.553,02;35,9;35.337,81;41,84
Outubro;1494;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;399;0,4955;197,74;2,19;875,3;77,41
Outubro;1007;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;416;0,54;224,64;2,27;945,5;76,24
Outubro;1004;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;237;0,4216;99,92;2,18;516,9;80,67
Outubro;1550;PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA;PC;91;0,45;40,95;2,19;199,6;79,48
Outubro;1557;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;138;0,46;63,48;2,38;328,4;80,67
Outubro;1006;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;173;0,52;89,96;2,21;381,7;76,43
Outubro;1558;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;77;0,5;38,5;2,32;178,5;78,43
Outubro;1492;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;764;0,4701;359,2;2,21;1.689,70;78,74
Outubro;1541;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;160;0,51;81,6;2,17;347,8;76,54
Outubro;1549;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;630;0,5003;315,22;2,34;1.476,40;78,65
Outubro;1493;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;187;0,5122;95,8;2,17;406,6;76,44
Outubro;1604;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;89;0,57;50,73;2,3;204,8;75,23
Outubro;1650;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;3,187;27,5807;87,9;49,91;159,07;44,74
Outubro;295;PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL;KG;0,91;25,6043;23,3;50,31;45,78;49,1
Outubro;282;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;3,58;19,4888;69,77;50,06;179,21;61,07
Outubro;1225;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;5,472;22,0193;120,49;48,93;267,73;55
Outubro;1554;PUNHO PV RETILINEO - MESCLA;PC;4283;0,76;3.255,08;2,16;9.247,95;64,8
Outubro;1693;PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO;PC;23;0,52;11,96;2,28;52,5;77,22
Outubro;1697;PUNHO RET. P/MALHA PIQUET - 65 - MARINHO;PC;459;0,572;262,56;2,37;1.086,70;75,84
Outubro;1699;PUNHO RET. P/MALHA PIQUET - 65 - PRETO;PC;211;0,58;122,38;2,31;486,5;74,84
Outubro;1692;PUNHO RET. P/MALHA PIQUET - 65 - ROYAL;PC;156;0,5377;83,89;2,39;372,9;77,5
Outubro;1702;PUNHO RET. P/MALHA PIQUET - BRANCO;PC;61;0,48;29,28;2,3;140,3;79,13
Outubro;1712;PUNHO RET. P/MALHA PIQUET - VERMELHO;UN;63;0,67;42,21;2,35;148,3;71,54
Outubro;1710;RIBANA PP 100% PES. - AMARELO BRILHANTE;KG;1,67;18,5089;30,91;49,31;82,34;62,46
Outubro;1698;RIBANA PP 100% PES. - AZUL MOTORISTA;KG;1,193;17,1835;20,5;49,7;59,29;65,42
Outubro;1705;RIBANA PP 100% PES. - BEGE;KG;0,945;17,0899;16,15;48,14;45,49;64,5
Outubro;1707;RIBANA PP 100% PES. - CINZA PRATA;KG;1,051;18,116;19,04;50,73;53,32;64,29
Outubro;1688;RIBANA PP 100% PES. - LARANJA;KG;3,454;18,1818;62,8;50,67;175,02;64,12
Outubro;1685;RIBANA PP 100% PES. - MARINHO;KG;20,093;17,3463;348,54;46,27;929,66;62,51
Outubro;1686;RIBANA PP 100% PES. - NAUTICO;KG;2,612;19,5597;51,09;48,95;127,85;60,04
Outubro;280;RIBANA PP 100% PES. - PÉROLA;KG;1,6;19,2312;30,77;48;76,8;59,93
Outubro;1709;RIBANA PP 100% PES. - PETROLEO;KG;1,235;22,9716;28,37;49,04;60,57;53,16
Outubro;1706;RIBANA PP 100% PES. - PRETO;KG;13,966;18,6123;259,94;48,55;678,08;61,67
Outubro;1708;RIBANA PP 100% PES. - ROSA BEBE;KG;4,538;17,252;78,29;47,97;217,68;64,03
Outubro;1711;RIBANA PP 100% PES. - ROSA PINK;KG;4,28;17,6448;75,52;48,62;208,1;63,71
Outubro;1687;RIBANA PP 100% PES. - ROYAL;KG;12,998;17,8088;231,48;47,26;614,25;62,32
Outubro;1703;RIBANA PP 100% PES. - VERDE FOLHA;KG;1,095;21,4977;23,54;47,77;52,31;55
Outubro;1704;RIBANA PP 100% PES. - VERMELHO FERRARI;KG;4,583;20,8356;95,49;47,23;216,47;55,89
Outubro;1293;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;13,41;21,554;289,04;47,24;633,53;54,38
Outubro;1098;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;6,162;25,9201;159,72;46,66;287,54;44,45
Outubro;119;RIBANA PV 65%P / 35%V - AZUL BEBE;KG;1,424;24,3398;34,66;49,81;70,93;51,13
Outubro;122;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;53,048;22,0777;1.171,18;47,61;2.525,81;53,63
Outubro;1298;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;8,965;25,691;230,32;47,59;426,62;46,01
Outubro;120;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;66,514;24,63;1.638,24;47,32;3.147,26;47,95
Outubro;1630;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;1,38;26,0724;35,98;42,54;58,7;38,71
Outubro;114;RIBANA PV 65%P / 35%V - BRANCO;KG;105,122;17,3691;1.825,88;47,51;4.994,44;63,44
Outubro;1595;RIBANA PV 65%P / 35%V - CAQUI;KG;9,61;26,4526;254,21;47,01;451,81;43,74
Outubro;1593;RIBANA PV 65%P / 35%V - CELESTE;KG;1,39;25,9928;36,13;48,12;66,88;45,98
Outubro;1507;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;14,327;26,6517;381,84;47,92;686,52;44,38
Outubro;1240;RIBANA PV 65%P / 35%V - CINZA FARDAS;KG;7,2;29,25;210,6;47;338,4;37,77
Outubro;1408;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;5,755;25,4439;146,43;47,23;271,78;46,12
Outubro;123;RIBANA PV 65%P / 35%V - CZ FORTE;KG;2,245;20,8641;46,84;47,11;105,76;55,71
Outubro;1591;RIBANA PV 65%P / 35%V - ESMERALDA;KG;2,41;21,0207;50,66;48,3;116,4;56,48
Outubro;1498;RIBANA PV 65%P / 35%V - FERRARI;KG;16,716;22,7063;379,56;47,03;786,1;51,72
Outubro;1586;RIBANA PV 65%P / 35%V - GRAFITE;KG;23,85;22,1672;528,69;47,48;1.132,42;53,31
Outubro;1499;RIBANA PV 65%P / 35%V - JADE;KG;8,17;29,8506;243,88;49,08;401,01;39,18
Outubro;1186;RIBANA PV 65%P / 35%V - LARANJA;KG;31,744;16,9673;538,61;47,06;1.493,79;63,94
Outubro;1441;RIBANA PV 65%P / 35%V - MARROM;KG;4,723;23,2373;109,75;47,72;225,37;51,3
Outubro;177;RIBANA PV 65%P / 35%V - MESCLA;KG;43,444;20,7853;903;46,52;2.020,85;55,32
Outubro;917;RIBANA PV 65%P / 35%V - PEROLA;KG;1,31;26,0534;34,13;46,58;61,02;44,07
Outubro;1374;RIBANA PV 65%P / 35%V - PETROLEO;KG;7,298;28,2611;206,25;47,17;344,25;40,09
Outubro;1247;RIBANA PV 65%P / 35%V - PINK;KG;14,928;20,9498;312,74;47,75;712,84;56,13
Outubro;124;RIBANA PV 65%P / 35%V - PRETO;KG;119,804;22,4576;2.690,52;47,72;5.716,57;52,93
Outubro;1295;RIBANA PV 65%P / 35%V - ROXO;KG;5,305;26,9029;142,72;47,88;254,01;43,81
Outubro;121;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;0,415;21,3253;8,85;49,98;20,74;57,33
Outubro;237;RIBANA PV 65%P / 35%V - VERDE BANDEIRA;KG;4;29,65;118,6;47,75;191;37,91
Outubro;1506;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;37,245;26,4027;983,37;47,49;1.768,70;44,4
Outubro;951;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;5,03;18,99;95,52;47,37;238,26;59,91
Outubro;1286;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;18,085;27,5615;498,45;47,54;859,7;42,02
Outubro;118;RIBANA PV 65%P / 35%V - VERMELHO;KG;15,453;23,5145;363,37;47,42;732,84;50,42
Outubro;1301;RIBANA PV 65%P / 35%V - VINHO;KG;6,539;27,1585;177,59;47,98;313,75;43,4
Novembro;1467;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;1465;0,71;1.040,23;2,24;3.287,30;68,36
Novembro;1476;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;50;0,83;41,5;2,22;110,8;62,55
Novembro;1002;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;685;0,7837;536,85;2,25;1.539,20;65,12
Novembro;996;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;1229;0,64;786,56;2,31;2.834,70;72,25
Novembro;1528;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;182;0,7465;135,87;2,27;413,1;67,11
Novembro;1524;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;16;0,67;10,72;2,43;38,8;72,37
Novembro;1001;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;317;0,67;212,39;2,31;730,8;70,94
Novembro;1471;GOLA AD. 50%ALG/50%POLI - PRETO;PC;1963;0,7164;1.406,41;2,27;4.451,26;68,4
Novembro;1526;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;923;0,7579;699,6;1,93;1.779,10;60,68
Novembro;1474;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;652;0,7923;516,6;2,24;1.462,20;64,67
Novembro;1466;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;287;0,74;212,38;2,25;645,7;67,11
Novembro;1603;GOLA AD. 50%ALG/50%POLI - VINHO;PC;156;0,83;129,48;2,19;342,1;62,15
Novembro;1574;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;178;0,82;145,96;2,25;401;63,6
Novembro;1545;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;114;0,85;96,9;2,18;248,4;60,99
Novembro;1559;GOLA AD.65%POLI / 35%VISC - AZUL BEBE;PC;14;0,74;10,36;2,27;31,8;67,42
Novembro;1537;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;980;0,8038;787,74;2,23;2.183,50;63,92
Novembro;1536;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;624;0,799;498,58;2,24;1.398,00;64,34
Novembro;1534;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;294;0,7371;216,72;2,3;676,2;67,95
Novembro;1652;GOLA AD.65%POLI / 35%VISC - CAQUI;PC;5;0,89;4,45;2,4;12;62,92
Novembro;1648;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;246;0,85;209,1;2,23;549,3;61,93
Novembro;1678;GOLA AD.65%POLI / 35%VISC - CINZA FORTE;PC;32;0,82;26,24;2,22;71;63,04
Novembro;1576;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;29;0,85;24,65;2,2;63,7;61,3
Novembro;1601;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;247;0,84;207,48;2,27;559,8;62,94
Novembro;1649;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;132;0,77;101,64;2,23;294;65,43
Novembro;1584;GOLA AD.65%POLI / 35%VISC - JADE;PC;83;0,98;81,34;2,3;191;57,41
Novembro;1651;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;155;0,9;139,5;2,2;341,5;59,15
Novembro;1553;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;626;1,01;632,26;2,22;1.392,40;54,59
Novembro;1583;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;166;0,8307;137,9;2,21;366,1;62,33
Novembro;1535;GOLA AD.65%POLI / 35%VISC - PRETO;PC;1273;0,7749;986,54;2,24;2.851,80;65,41
Novembro;1539;GOLA AD.65%POLI / 35%VISC - VD BANDEIRA;PC;400;0,9;360;2,4;960;62,5
Novembro;1581;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;337;0,97;326,89;2,25;759,3;56,95
Novembro;1555;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;317;0,7809;247,55;2,27;718,5;65,55
Novembro;1538;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;177;0,86;152,22;2,26;399,5;61,9
Novembro;1600;GOLA AD.65%POLI / 35%VISC - VINHO;PC;159;0,81;128,79;2,38;379,1;66,03
Novembro;1657;GOLA PV RETILINEA - AZ MARINHO;PC;706;0,94;663,64;2,24;1.578,40;57,95
Novembro;1701;GOLA PV RETILINEA - BRANCO;PC;43;0,78;33,54;2,31;99,3;66,22
Novembro;1695;GOLA PV RETILINEA - CHUMBO;PC;1;0,84;0,84;2,4;2,4;65
Novembro;1660;GOLA PV RETILINEA  - CZ PRATA;PC;700;26,95;18.865,00;2,15;1.505,00;-1153,4
Novembro;1658;GOLA PV RETILINEA - PRETO;PC;188;0,92;172,96;2,3;433;60,06
Novembro;1694;GOLA PV RETILINEA  - ROYAL;PC;33;0,75;24,75;2,1;69,3;64,29
Novembro;1714;GOLA PV RETILINEA - VERMELHO;UN;48;0,95;45,6;2,29;110;58,55
Novembro;1251;HELANCA 100% POLIESTER - AMARELO OURO;KG;4,31;17,7099;76,33;30,9;133,18;42,69
Novembro;1127;HELANCA 100% POLIESTER - AZUL MARINHO;KG;425,05;16,6214;7.064,94;27,02;11.485,40;38,49
Novembro;1125;HELANCA 100% POLIESTER - AZUL ROYAL;KG;277,667;17,0592;4.736,79;28,57;7.933,88;40,3
Novembro;1129;HELANCA 100% POLIESTER - BRANCA;KG;152,381;14,27;2.174,49;29,22;4.452,85;51,17
Novembro;1580;HELANCA 100% POLIESTER - CHUMBO;KG;88,97;15,0899;1.342,55;26,92;2.394,90;43,94
Novembro;1253;HELANCA 100% POLIESTER - LARANJA;KG;17,66;20,53;362,56;28,96;511,46;29,11
Novembro;1633;HELANCA 100% POLIESTER - MARROM;KG;4,15;16,4;68,06;28,9;119,94;43,25
Novembro;1248;HELANCA 100% POLIESTER - PRETO;KG;220,04;16,9812;3.736,55;29,22;6.430,09;41,89
Novembro;1249;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;254,758;16,705;4.255,75;28,14;7.167,80;40,63
Novembro;1343;HELANCA 100% POLIESTER - VERDE MUSGO;KG;48,61;17,0586;829,22;28,81;1.400,66;40,8
Novembro;1130;HELANCA 100% POLIESTER - VERMELHO;KG;28,1;18,9701;533,06;31,42;882,93;39,63
Novembro;1543;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;79,59;17,1598;1.365,75;35,72;2.843,24;51,97
Novembro;1502;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;40,55;22,5393;913,97;34,08;1.381,93;33,86
Novembro;1146;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;6500,091;14,3521;93.290,25;27,54;178.998,38;47,88
Novembro;1529;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;234,61;19,997;4.691,51;35,88;8.418,16;44,27
Novembro;1530;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;47,039;16,9986;799,6;34,97;1.644,93;51,39
Novembro;1573;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;84,738;17,2881;1.464,96;36,81;3.118,82;53,03
Novembro;1716;MALHA ESPORTIVA 100% POLIESTER -PETROLEO;KG;34,214;18,6099;636,72;35,12;1.201,75;47,02
Novembro;1577;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;10,29;22,6715;233,29;37,7;387,91;39,86
Novembro;1565;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;72,335;17,5363;1.268,49;33,37;2.413,83;47,45
Novembro;1501;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;411,28;16,7301;6.880,78;34,79;14.309,99;51,92
Novembro;1156;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;417,377;16,5798;6.920,05;32,08;13.388,77;48,31
Novembro;1500;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;50,095;19,4246;973,08;34,99;1.752,98;44,49
Novembro;1570;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;93,984;16,06;1.509,39;30,64;2.879,55;47,58
Novembro;1568;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;340,012;16,08;5.467,40;28,15;9.570,11;42,87
Novembro;1571;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;191,783;15,59;2.989,90;32,42;6.217,69;51,91
Novembro;1567;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;687,949;16,3999;11.282,32;30,34;20.875,05;45,95
Novembro;1588;MEIA MALHA 100% POLIESTER - BEGE;KG;100,775;15,6799;1.580,15;28,82;2.904,66;45,6
Novembro;1312;MEIA MALHA 100% POLIESTER - BRANCA;KG;5712,176;14,9584;85.445,23;24,63;140.700,93;39,27
Novembro;1572;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;799,539;15,6131;12.483,34;29,79;23.821,91;47,6
Novembro;1566;MEIA MALHA 100% POLIESTER - FERRARI;KG;563,311;16,99;9.570,66;28,84;16.245,92;41,09
Novembro;1596;MEIA MALHA 100% POLIESTER - LARANJA;KG;87,746;16,7298;1.467,98;29,15;2.557,45;42,6
Novembro;1682;MEIA MALHA 100% POLIESTER -  NAUTICO;KG;404,965;16,7536;6.784,66;28,75;11.641,69;41,72
Novembro;1589;MEIA MALHA 100% POLIESTER - PEROLA;KG;206,515;15,6;3.221,64;26,95;5.565,25;42,11
Novembro;1587;MEIA MALHA 100% POLIESTER - PETROLEO;KG;138,161;18,9248;2.614,68;29,01;4.007,98;34,76
Novembro;1579;MEIA MALHA 100% POLIESTER - PINK;KG;46,535;15,7163;731,36;28,91;1.345,55;45,65
Novembro;1563;MEIA MALHA 100% POLIESTER - PRETO;KG;1312,989;17,2319;22.625,30;29,27;38.429,64;41,13
Novembro;1646;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;51,14;15,6302;799,33;31,09;1.589,80;49,72
Novembro;1578;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;484,336;17,8153;8.628,62;29,13;14.108,88;38,84
Novembro;23;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;21,72;26,7697;581,44;40,58;881,44;34,04
Novembro;16;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;7,46;26,4302;197,17;39,13;291,89;32,45
Novembro;1326;M/M 100% ALGODAO PENTEADA - BRANCO;KG;259,806;17,14;4.453,10;38,18;9.919,58;55,11
Novembro;179;M/M 100% ALGODAO PENTEADA - PRETA;KG;258,638;19,6701;5.087,44;40,84;10.564,06;51,84
Novembro;1551;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;17,7;26,5898;470,64;37,96;671,84;29,95
Novembro;1475;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;26,251;25,4599;668,35;45,37;1.191,06;43,89
Novembro;1465;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;444,895;21,24;9.449,59;46,03;20.477,29;53,85
